,DATE,INDUSTRY_CODE,EMPLOYMENT,SIC_2digit,SIC_3digit,SIC_4digit,SIC_5digit,IS8_Final_Flag,Frontier_Final_Flag
1082,2016,41201,81000,41,412,4120,41201,,
1083,2016,41202,263000,41,412,4120,41202,,
1084,2016,42110,52000,42,421,4211,42110,,
1085,2016,42120,13000,42,421,4212,42120,,
1086,2016,42130,1250,42,421,4213,42130,,
1087,2016,42210,6000,42,422,4221,42210,,
1088,2016,42220,12000,42,422,4222,42220,,
1089,2016,42910,2250,42,429,4291,42910,,
1090,2016,42990,141000,42,429,4299,42990,,
1091,2016,43110,4000,43,431,4311,43110,,
1092,2016,43120,11000,43,431,4312,43120,,
1093,2016,43130,1500,43,431,4313,43130,,
1094,2016,43210,188000,43,432,4321,43210,,
1095,2016,43220,130000,43,432,4322,43220,,
1096,2016,43290,33000,43,432,4329,43290,,
1097,2016,43310,15000,43,433,4331,43310,,
1098,2016,43320,87000,43,433,4332,43320,,
1099,2016,43330,25000,43,433,4333,43330,,
1100,2016,43341,48000,43,433,4334,43341,,
1101,2016,43342,11000,43,433,4334,43342,,
1102,2016,43390,66000,43,433,4339,43390,,
1103,2016,43910,31000,43,439,4391,43910,,
1104,2016,43991,35000,43,439,4399,43991,,
1105,2016,43999,80000,43,439,4399,43999,,
1106,2016,45111,141000,45,451,4511,45111,,
1107,2016,45112,40000,45,451,4511,45112,,
1108,2016,45190,13000,45,451,4519,45190,,
1109,2016,45200,252000,45,452,4520,45200,,
1110,2016,45310,66000,45,453,4531,45310,,
1111,2016,45320,36000,45,453,4532,45320,,
1112,2016,45400,10000,45,454,4540,45400,,
1113,2016,46110,3500,46,461,4611,46110,,
1114,2016,46120,4000,46,461,4612,46120,,
1115,2016,46130,6000,46,461,4613,46130,,
1116,2016,46140,7000,46,461,4614,46140,,
1117,2016,46150,2500,46,461,4615,46150,,
1118,2016,46160,6000,46,461,4616,46160,,
1119,2016,46170,5000,46,461,4617,46170,,
1120,2016,46180,14000,46,461,4618,46180,,
1121,2016,46190,4500,46,461,4619,46190,,
1122,2016,46210,11000,46,462,4621,46210,,
1123,2016,46220,7000,46,462,4622,46220,,
1124,2016,46230,1750,46,462,4623,46230,,
1125,2016,46240,800,46,462,4624,46240,,
1126,2016,46310,34000,46,463,4631,46310,,
1127,2016,46320,25000,46,463,4632,46320,,
1128,2016,46330,13000,46,463,4633,46330,,
1129,2016,46341,6000,46,463,4634,46341,,
1130,2016,46342,26000,46,463,4634,46342,,
1131,2016,46350,2000,46,463,4635,46350,,
1132,2016,46360,9000,46,463,4636,46360,,
1133,2016,46370,3500,46,463,4637,46370,,
1134,2016,46380,20000,46,463,4638,46380,,
1135,2016,46390,83000,46,463,4639,46390,,
1136,2016,46410,14000,46,464,4641,46410,,
1137,2016,46420,39000,46,464,4642,46420,,
1138,2016,46431,3500,46,464,4643,46431,,
1139,2016,46439,25000,46,464,4643,46439,,
1140,2016,46440,6000,46,464,4644,46440,,
1141,2016,46450,35000,46,464,4645,46450,,
1142,2016,46460,66000,46,464,4646,46460,,
1143,2016,46470,19000,46,464,4647,46470,,
1144,2016,46480,7000,46,464,4648,46480,,
1145,2016,46491,1000,46,464,4649,46491,,
1146,2016,46499,61000,46,464,4649,46499,,
1147,2016,46510,46000,46,465,4651,46510,Digital and Technology,
1148,2016,46520,44000,46,465,4652,46520,Digital and Technology,
1149,2016,46610,19000,46,466,4661,46610,,
1150,2016,46620,9000,46,466,4662,46620,,
1151,2016,46630,9000,46,466,4663,46630,,
1152,2016,46640,900,46,466,4664,46640,,
1153,2016,46650,4000,46,466,4665,46650,,
1154,2016,46660,22000,46,466,4666,46660,,
1155,2016,46690,120000,46,466,4669,46690,,
1156,2016,46711,11000,46,467,4671,46711,,
1157,2016,46719,8000,46,467,4671,46719,,
1158,2016,46720,28000,46,467,4672,46720,,
1159,2016,46730,127000,46,467,4673,46730,,
1160,2016,46740,53000,46,467,4674,46740,,
1161,2016,46750,18000,46,467,4675,46750,,
1162,2016,46760,18000,46,467,4676,46760,,
1163,2016,46770,12000,46,467,4677,46770,,
1164,2016,46900,68000,46,469,4690,46900,,
1165,2016,47110,991000,47,471,4711,47110,,
1166,2016,47190,262000,47,471,4719,47190,,
1167,2016,47210,13000,47,472,4721,47210,,
1168,2016,47220,31000,47,472,4722,47220,,
1169,2016,47230,3000,47,472,4723,47230,,
1170,2016,47240,52000,47,472,4724,47240,,
1171,2016,47250,17000,47,472,4725,47250,,
1172,2016,47260,5000,47,472,4726,47260,,
1173,2016,47290,26000,47,472,4729,47290,,
1174,2016,47300,34000,47,473,4730,47300,,
1175,2016,47410,15000,47,474,4741,47410,,
1176,2016,47421,24000,47,474,4742,47421,,
1177,2016,47429,600,47,474,4742,47429,,
1178,2016,47430,3000,47,474,4743,47430,,
1179,2016,47510,12000,47,475,4751,47510,,
1180,2016,47520,86000,47,475,4752,47520,,
1181,2016,47530,21000,47,475,4753,47530,,
1182,2016,47540,37000,47,475,4754,47540,,
1183,2016,47591,3000,47,475,4759,47591,,
1184,2016,47599,95000,47,475,4759,47599,,
1185,2016,47610,14000,47,476,4761,47610,,
1186,2016,47620,39000,47,476,4762,47620,,
1187,2016,47630,4000,47,476,4763,47630,,
1188,2016,47640,78000,47,476,4764,47640,,
1189,2016,47650,13000,47,476,4765,47650,,
1190,2016,47710,337000,47,477,4771,47710,,
1191,2016,47721,48000,47,477,4772,47721,,
1192,2016,47722,6000,47,477,4772,47722,,
1193,2016,47730,107000,47,477,4773,47730,,
1194,2016,47741,2500,47,477,4774,47741,,
1195,2016,47749,5000,47,477,4774,47749,,
1196,2016,47750,33000,47,477,4775,47750,,
1197,2016,47760,72000,47,477,4776,47760,,
1198,2016,47770,42000,47,477,4777,47770,,
1199,2016,47781,6000,47,477,4778,47781,,
1200,2016,47782,58000,47,477,4778,47782,,
1201,2016,47789,78000,47,477,4778,47789,,
1202,2016,47791,5000,47,477,4779,47791,,
1203,2016,47799,37000,47,477,4779,47799,,
1204,2016,47810,4000,47,478,4781,47810,,
1205,2016,47820,600,47,478,4782,47820,,
1206,2016,47890,3000,47,478,4789,47890,,
1207,2016,47910,116000,47,479,4791,47910,,
1208,2016,47990,25000,47,479,4799,47990,,
1209,2016,49100,50000,49,491,4910,49100,,
1210,2016,49200,6000,49,492,4920,49200,,
1211,2016,49311,19000,49,493,4931,49311,,
1212,2016,49319,119000,49,493,4931,49319,,
1213,2016,49320,49000,49,493,4932,49320,,
1214,2016,49390,69000,49,493,4939,49390,,
1215,2016,49410,264000,49,494,4941,49410,,
1216,2016,49420,19000,49,494,4942,49420,,
1217,2016,49500,2000,49,495,4950,49500,,
1218,2016,50100,6000,50,501,5010,50100,,
1219,2016,50200,6000,50,502,5020,50200,,
1220,2016,50300,1500,50,503,5030,50300,,
1221,2016,50400,300,50,504,5040,50400,,
1222,2016,51101,61000,51,511,5110,51101,,
1223,2016,51102,13000,51,511,5110,51102,,
1224,2016,51210,2250,51,512,5121,51210,,
1225,2016,51220,0,51,512,5122,51220,,
1226,2016,52101,600,52,521,5210,52101,,
1227,2016,52102,175,52,521,5210,52102,,
1228,2016,52103,293000,52,521,5210,52103,,
1229,2016,52211,150,52,522,5221,52211,,
1230,2016,52212,2500,52,522,5221,52212,,
1231,2016,52213,700,52,522,5221,52213,,
1232,2016,52219,75000,52,522,5221,52219,,
1233,2016,52220,25000,52,522,5222,52220,,
1234,2016,52230,52000,52,522,5223,52230,,
1235,2016,52241,2500,52,522,5224,52241,,
1236,2016,52242,5000,52,522,5224,52242,,
1237,2016,52243,600,52,522,5224,52243,,
1238,2016,52290,67000,52,522,5229,52290,,
1239,2016,53100,149000,53,531,5310,53100,,
1240,2016,53201,5000,53,532,5320,53201,,
1241,2016,53202,82000,53,532,5320,53202,,
1242,2016,55100,384000,55,551,5510,55100,,
1243,2016,55201,26000,55,552,5520,55201,,
1244,2016,55202,2500,55,552,5520,55202,,
1245,2016,55209,16000,55,552,5520,55209,,
1246,2016,55300,38000,55,553,5530,55300,,
1247,2016,55900,10000,55,559,5590,55900,,
1248,2016,56101,455000,56,561,5610,56101,,
1249,2016,56102,311000,56,561,5610,56102,,
1250,2016,56103,203000,56,561,5610,56103,,
1251,2016,56210,137000,56,562,5621,56210,,
1252,2016,56290,125000,56,562,5629,56290,,
1253,2016,56301,88000,56,563,5630,56301,,
1254,2016,56302,450000,56,563,5630,56302,,
1255,2016,58110,25000,58,581,5811,58110,Creative Industries,
1256,2016,58110,25000,58,581,5811,58110,Digital and Technology,
1257,2016,58120,800,58,581,5812,58120,Creative Industries,
1258,2016,58120,800,58,581,5812,58120,Digital and Technology,
1259,2016,58130,37000,58,581,5813,58130,Creative Industries,
1260,2016,58130,37000,58,581,5813,58130,Digital and Technology,
1261,2016,58141,2500,58,581,5814,58141,Creative Industries,
1262,2016,58141,2500,58,581,5814,58141,Digital and Technology,
1263,2016,58142,35000,58,581,5814,58142,Creative Industries,
1264,2016,58142,35000,58,581,5814,58142,Digital and Technology,
1265,2016,58190,19000,58,581,5819,58190,Creative Industries,
1266,2016,58190,19000,58,581,5819,58190,Digital and Technology,
1267,2016,58210,1500,58,582,5821,58210,Creative Industries,
1268,2016,58210,1500,58,582,5821,58210,Digital and Technology,
1269,2016,58290,11000,58,582,5829,58290,Creative Industries,
1270,2016,58290,11000,58,582,5829,58290,Digital and Technology,
1271,2016,59111,22000,59,591,5911,59111,Creative Industries,Film and TV
1272,2016,59111,22000,59,591,5911,59111,Creative Industries,Film and TV
1273,2016,59112,6000,59,591,5911,59112,Creative Industries,Film and TV
1274,2016,59112,6000,59,591,5911,59112,Creative Industries,Film and TV
1275,2016,59113,31000,59,591,5911,59113,Creative Industries,Film and TV
1276,2016,59113,31000,59,591,5911,59113,Creative Industries,Film and TV
1277,2016,59120,13000,59,591,5912,59120,Creative Industries,Film and TV
1278,2016,59120,13000,59,591,5912,59120,Creative Industries,Film and TV
1279,2016,59131,5000,59,591,5913,59131,Creative Industries,Film and TV
1280,2016,59131,5000,59,591,5913,59131,Creative Industries,Film and TV
1281,2016,59132,700,59,591,5913,59132,Creative Industries,Film and TV
1282,2016,59132,700,59,591,5913,59132,Creative Industries,Film and TV
1283,2016,59133,700,59,591,5913,59133,Creative Industries,Film and TV
1284,2016,59133,700,59,591,5913,59133,Creative Industries,Film and TV
1285,2016,59140,21000,59,591,5914,59140,Creative Industries,Film and TV
1286,2016,59140,21000,59,591,5914,59140,Creative Industries,Film and TV
1287,2016,59200,10000,59,592,5920,59200,Creative Industries,"Music, peforming, and visual arts"
1288,2016,59200,10000,59,592,5920,59200,Creative Industries,"Music, peforming, and visual arts"
1289,2016,60100,14000,60,601,6010,60100,Creative Industries,
1290,2016,60100,14000,60,601,6010,60100,Digital and Technology,
1291,2016,60200,29000,60,602,6020,60200,Creative Industries,Film and TV
1292,2016,60200,29000,60,602,6020,60200,Creative Industries,Film and TV
1293,2016,61100,10000,61,611,6110,61100,Digital and Technology,
1294,2016,61200,30000,61,612,6120,61200,Digital and Technology,
1295,2016,61300,13000,61,613,6130,61300,Digital and Technology,
1296,2016,61900,149000,61,619,6190,61900,Digital and Technology,
1297,2016,62011,11000,62,620,6201,62011,Creative Industries,Video games
1298,2016,62012,161000,62,620,6201,62012,Creative Industries,
1299,2016,62020,381000,62,620,6202,62020,Creative Industries,
1300,2016,62030,2000,62,620,6203,62030,Digital and Technology,
1301,2016,62090,130000,62,620,6209,62090,Digital and Technology,
1302,2016,63110,37000,63,631,6311,63110,Digital and Technology,
1303,2016,63120,9000,63,631,6312,63120,Digital and Technology,
1304,2016,63910,9000,63,639,6391,63910,Digital and Technology,
1305,2016,63990,10000,63,639,6399,63990,Digital and Technology,
1306,2016,64110,4000,64,641,6411,64110,Financial Services,
1307,2016,64191,355000,64,641,6419,64191,Financial Services,Capital markets and retail investment
1308,2016,64192,35000,64,641,6419,64192,Financial Services,
1309,2016,64201,5,64,642,6420,64201,Financial Services,Capital markets and retail investment
1310,2016,64202,350,64,642,6420,64202,Financial Services,Capital markets and retail investment
1311,2016,64203,200,64,642,6420,64203,Financial Services,Capital markets and retail investment
1312,2016,64204,250,64,642,6420,64204,Financial Services,Capital markets and retail investment
1313,2016,64205,125,64,642,6420,64205,Financial Services,Capital markets and retail investment
1314,2016,64209,1250,64,642,6420,64209,Financial Services,Capital markets and retail investment
1315,2016,64301,6000,64,643,6430,64301,Financial Services,Capital markets and retail investment
1316,2016,64302,700,64,643,6430,64302,Financial Services,Capital markets and retail investment
1317,2016,64303,1250,64,643,6430,64303,Financial Services,Capital markets and retail investment
1318,2016,64304,5000,64,643,6430,64304,Financial Services,Capital markets and retail investment
1319,2016,64305,75,64,643,6430,64305,Financial Services,Capital markets and retail investment
1320,2016,64306,900,64,643,6430,64306,Financial Services,Capital markets and retail investment
1321,2016,64910,4500,64,649,6491,64910,Financial Services,
1322,2016,64921,34000,64,649,6492,64921,Financial Services,
1323,2016,64922,1500,64,649,6492,64922,Financial Services,
1324,2016,64929,3500,64,649,6492,64929,Financial Services,
1325,2016,64991,9000,64,649,6499,64991,Financial Services,Capital markets and retail investment
1326,2016,64992,2250,64,649,6499,64992,Financial Services,Capital markets and retail investment
1327,2016,64999,30000,64,649,6499,64999,Financial Services,Capital markets and retail investment
1328,2016,65110,34000,65,651,6511,65110,Financial Services,
1329,2016,65120,68000,65,651,6512,65120,Financial Services,Insurance and reinsurance markets
1330,2016,65201,700,65,652,6520,65201,Financial Services,
1331,2016,65202,1000,65,652,6520,65202,Financial Services,Insurance and reinsurance markets
1332,2016,65300,0,65,653,6530,65300,Financial Services,
1333,2016,66110,6000,66,661,6611,66110,Financial Services,Capital markets and retail investment
1334,2016,66120,36000,66,661,6612,66120,Financial Services,Capital markets and retail investment
1335,2016,66190,146000,66,661,6619,66190,Financial Services,Asset management and wholesale services
1336,2016,66210,15000,66,662,6621,66210,Financial Services,Insurance and reinsurance markets
1337,2016,66220,116000,66,662,6622,66220,Financial Services,Insurance and reinsurance markets
1338,2016,66290,85000,66,662,6629,66290,Financial Services,Asset management and wholesale services
1339,2016,66300,50000,66,663,6630,66300,Financial Services,Asset management and wholesale services
1340,2016,68100,10000,68,681,6810,68100,,
1341,2016,68201,105000,68,682,6820,68201,,
1342,2016,68202,9000,68,682,6820,68202,,
1343,2016,68209,151000,68,682,6820,68209,,
1344,2016,68310,157000,68,683,6831,68310,,
1345,2016,68320,97000,68,683,6832,68320,,
1346,2016,69101,11000,69,691,6910,69101,Professional and Business Services,Legal services
1347,2016,69102,231000,69,691,6910,69102,Professional and Business Services,Legal services
1348,2016,69109,94000,69,691,6910,69109,Professional and Business Services,Legal services
1349,2016,69201,260000,69,692,6920,69201,Professional and Business Services,"Accounting, audit and tax consultancy"
1350,2016,69202,105000,69,692,6920,69202,Professional and Business Services,"Accounting, audit and tax consultancy"
1351,2016,69203,4500,69,692,6920,69203,Professional and Business Services,"Accounting, audit and tax consultancy"
1352,2016,70100,274000,70,701,7010,70100,Professional and Business Services,
1353,2016,70210,23000,70,702,7021,70210,Creative Industries,Advertising and marketing
1354,2016,70221,36000,70,702,7022,70221,Professional and Business Services,Management consultancy
1355,2016,70229,451000,70,702,7022,70229,Professional and Business Services,Management consultancy
1356,2016,71111,76000,71,711,7111,71111,Creative Industries,
1357,2016,71112,12000,71,711,7111,71112,Creative Industries,
1358,2016,71121,64000,71,711,7112,71121,Digital and Technology,
1359,2016,71122,78000,71,711,7112,71122,Digital and Technology,
1360,2016,71129,251000,71,711,7112,71129,Digital and Technology,
1361,2016,71200,73000,71,712,7120,71200,Digital and Technology,
1362,2016,72110,8000,72,721,7211,72110,Life Sciences,
1363,2016,72190,119000,72,721,7219,72190,Digital and Technology,
1364,2016,72200,9000,72,722,7220,72200,Professional and Business Services,
1365,2016,73110,109000,73,731,7311,73110,Creative Industries,Advertising and marketing
1366,2016,73120,18000,73,731,7312,73120,Creative Industries,Advertising and marketing
1367,2016,73200,45000,73,732,7320,73200,Professional and Business Services,
1368,2016,74100,57000,74,741,7410,74100,Creative Industries,
1369,2016,74201,4000,74,742,7420,74201,Creative Industries,
1370,2016,74202,3000,74,742,7420,74202,Creative Industries,
1371,2016,74203,4000,74,742,7420,74203,Creative Industries,
1372,2016,74209,9000,74,742,7420,74209,Creative Industries,
1373,2016,74300,5000,74,743,7430,74300,Creative Industries,
1374,2016,74901,11000,74,749,7490,74901,Professional and Business Services,
1375,2016,74902,19000,74,749,7490,74902,Professional and Business Services,
1376,2016,74909,121000,74,749,7490,74909,Professional and Business Services,
1377,2016,75000,57000,75,750,7500,75000,,
1378,2016,77110,34000,77,771,7711,77110,Professional and Business Services,
1379,2016,77120,8000,77,771,7712,77120,Professional and Business Services,
1380,2016,77210,8000,77,772,7721,77210,Professional and Business Services,
1381,2016,77220,350,77,772,7722,77220,Professional and Business Services,
1382,2016,77291,2500,77,772,7729,77291,Professional and Business Services,
1383,2016,77299,11000,77,772,7729,77299,Professional and Business Services,
1384,2016,77310,1750,77,773,7731,77310,Professional and Business Services,
1385,2016,77320,42000,77,773,7732,77320,Professional and Business Services,
1386,2016,77330,3000,77,773,7733,77330,Professional and Business Services,
1387,2016,77341,600,77,773,7734,77341,Professional and Business Services,
1388,2016,77342,350,77,773,7734,77342,Professional and Business Services,
1389,2016,77351,450,77,773,7735,77351,Professional and Business Services,
1390,2016,77352,250,77,773,7735,77352,Professional and Business Services,
1391,2016,77390,39000,77,773,7739,77390,Professional and Business Services,
1392,2016,77400,3500,77,774,7740,77400,Professional and Business Services,
1393,2016,78101,700,78,781,7810,78101,Professional and Business Services,
1394,2016,78109,169000,78,781,7810,78109,Professional and Business Services,
1395,2016,78200,788000,78,782,7820,78200,Professional and Business Services,
1396,2016,78300,15000,78,783,7830,78300,Professional and Business Services,
1397,2016,79110,60000,79,791,7911,79110,,
1398,2016,79120,29000,79,791,7912,79120,,
1399,2016,79901,1000,79,799,7990,79901,,
1400,2016,79909,10000,79,799,7990,79909,,
1401,2016,80100,189000,80,801,8010,80100,,
1402,2016,80200,11000,80,802,8020,80200,,
1403,2016,80300,3000,80,803,8030,80300,,
1404,2016,81100,195000,81,811,8110,81100,,
1405,2016,81210,362000,81,812,8121,81210,,
1406,2016,81221,8000,81,812,8122,81221,,
1407,2016,81222,11000,81,812,8122,81222,,
1408,2016,81223,200,81,812,8122,81223,,
1409,2016,81229,4000,81,812,8122,81229,,
1410,2016,81291,5000,81,812,8129,81291,,
1411,2016,81299,44000,81,812,8129,81299,,
1412,2016,81300,72000,81,813,8130,81300,,
1413,2016,82110,27000,82,821,8211,82110,Professional and Business Services,
1414,2016,82190,13000,82,821,8219,82190,Professional and Business Services,
1415,2016,82200,90000,82,822,8220,82200,Professional and Business Services,
1416,2016,82301,10000,82,823,8230,82301,Professional and Business Services,
1417,2016,82302,13000,82,823,8230,82302,Professional and Business Services,
1418,2016,82911,13000,82,829,8291,82911,Professional and Business Services,
1419,2016,82912,4000,82,829,8291,82912,Professional and Business Services,
1420,2016,82920,24000,82,829,8292,82920,Professional and Business Services,
1421,2016,82990,325000,82,829,8299,82990,Professional and Business Services,
1422,2016,84110,666000,84,841,8411,84110,,
1423,2016,84120,89000,84,841,8412,84120,,
1424,2016,84130,35000,84,841,8413,84130,,
1425,2016,84210,1500,84,842,8421,84210,,
1426,2016,84220,45000,84,842,8422,84220,,
1427,2016,84230,76000,84,842,8423,84230,,
1428,2016,84240,243000,84,842,8424,84240,,
1429,2016,84250,51000,84,842,8425,84250,,
1430,2016,84300,46000,84,843,8430,84300,,
1431,2016,85100,69000,85,851,8510,85100,,
1432,2016,85200,1017000,85,852,8520,85200,,
1433,2016,85310,596000,85,853,8531,85310,,
1434,2016,85320,174000,85,853,8532,85320,,
1435,2016,85410,41000,85,854,8541,85410,,
1436,2016,85421,433000,85,854,8542,85421,,
1437,2016,85422,11000,85,854,8542,85422,,
1438,2016,85510,19000,85,855,8551,85510,,
1439,2016,85520,7000,85,855,8552,85520,Creative Industries,"Music, peforming, and visual arts"
1440,2016,85530,4500,85,855,8553,85530,,
1441,2016,85590,206000,85,855,8559,85590,,
1442,2016,85600,29000,85,856,8560,85600,,
1443,2016,86101,1435000,86,861,8610,86101,,
1444,2016,86102,83000,86,861,8610,86102,,
1445,2016,86210,262000,86,862,8621,86210,,
1446,2016,86220,24000,86,862,8622,86220,,
1447,2016,86230,106000,86,862,8623,86230,,
1448,2016,86900,397000,86,869,8690,86900,,
1449,2016,87100,179000,87,871,8710,87100,,
1450,2016,87200,44000,87,872,8720,87200,,
1451,2016,87300,247000,87,873,8730,87300,,
1452,2016,87900,227000,87,879,8790,87900,,
1453,2016,88100,304000,88,881,8810,88100,,
1454,2016,88910,182000,88,889,8891,88910,,
1455,2016,88990,417000,88,889,8899,88990,,
1456,2016,90010,48000,90,900,9001,90010,Creative Industries,"Music, peforming, and visual arts"
1457,2016,90020,8000,90,900,9002,90020,Creative Industries,"Music, peforming, and visual arts"
1458,2016,90030,28000,90,900,9003,90030,Creative Industries,"Music, peforming, and visual arts"
1459,2016,90040,18000,90,900,9004,90040,Creative Industries,"Music, peforming, and visual arts"
1460,2016,91011,30000,91,910,9101,91011,Creative Industries,
1461,2016,91012,2500,91,910,9101,91012,Creative Industries,
1462,2016,91020,31000,91,910,9102,91020,Creative Industries,
1463,2016,91030,16000,91,910,9103,91030,,
1464,2016,91040,26000,91,910,9104,91040,,
1465,2016,92000,93000,92,920,9200,92000,,
1466,2016,93110,162000,93,931,9311,93110,,
1467,2016,93120,148000,93,931,9312,93120,,
1468,2016,93130,44000,93,931,9313,93130,,
1469,2016,93191,1250,93,931,9319,93191,,
1470,2016,93199,40000,93,931,9319,93199,,
1471,2016,93210,17000,93,932,9321,93210,,
1472,2016,93290,51000,93,932,9329,93290,,
1473,2016,94110,15000,94,941,9411,94110,,
1474,2016,94120,34000,94,941,9412,94120,,
1475,2016,94200,8000,94,942,9420,94200,,
1476,2016,94910,59000,94,949,9491,94910,,
1477,2016,94920,4000,94,949,9492,94920,,
1478,2016,94990,108000,94,949,9499,94990,,
1479,2016,95110,35000,95,951,9511,95110,Digital and Technology,
1480,2016,95120,6000,95,951,9512,95120,Digital and Technology,
1481,2016,95210,4000,95,952,9521,95210,,
1482,2016,95220,6000,95,952,9522,95220,,
1483,2016,95230,2500,95,952,9523,95230,,
1484,2016,95240,4500,95,952,9524,95240,,
1485,2016,95250,2500,95,952,9525,95250,,
1486,2016,95290,4000,95,952,9529,95290,,
1487,2016,96010,35000,96,960,9601,96010,,
1488,2016,96020,170000,96,960,9602,96020,,
1489,2016,96030,27000,96,960,9603,96030,,
1490,2016,96040,9000,96,960,9604,96040,,
1491,2016,96090,109000,96,960,9609,96090,,
1492,2016,97000,0,97,970,9700,97000,,
1493,2016,98100,0,98,981,9810,98100,,
1494,2016,98200,0,98,982,9820,98200,,
1495,2016,99000,0,99,990,9900,99000,,
1496,2017,1000,437000,10,100,1000,1000,,
1497,2017,1110,0,11,111,1110,1110,,
1498,2017,1120,0,11,112,1120,1120,,
1499,2017,1130,0,11,113,1130,1130,,
1500,2017,1140,0,11,114,1140,1140,,
1501,2017,1150,0,11,115,1150,1150,,
1502,2017,1160,0,11,116,1160,1160,,
1503,2017,1190,0,11,119,1190,1190,,
1504,2017,1210,0,12,121,1210,1210,,
1505,2017,1220,0,12,122,1220,1220,,
1506,2017,1230,0,12,123,1230,1230,,
1507,2017,1240,0,12,124,1240,1240,,
1508,2017,1250,0,12,125,1250,1250,,
1509,2017,1260,0,12,126,1260,1260,,
1510,2017,1270,0,12,127,1270,1270,,
1511,2017,1280,0,12,128,1280,1280,,
1512,2017,1290,0,12,129,1290,1290,,
1513,2017,1300,0,13,130,1300,1300,,
1514,2017,1410,0,14,141,1410,1410,,
1515,2017,1420,0,14,142,1420,1420,,
1516,2017,1430,0,14,143,1430,1430,,
1517,2017,1440,0,14,144,1440,1440,,
1518,2017,1450,0,14,145,1450,1450,,
1519,2017,1460,0,14,146,1460,1460,,
1520,2017,1470,0,14,147,1470,1470,,
1521,2017,1490,0,14,149,1490,1490,,
1522,2017,1500,0,15,150,1500,1500,,
1523,2017,1610,12000,16,161,1610,1610,,
1524,2017,1621,4000,16,162,1621,1621,,
1525,2017,1629,5000,16,162,1629,1629,,
1526,2017,1630,1500,16,163,1630,1630,,
1527,2017,1640,350,16,164,1640,1640,,
1528,2017,1700,1500,17,170,1700,1700,,
1529,2017,2100,10000,21,210,2100,2100,Life Sciences,
1530,2017,2200,1500,22,220,2200,2200,,
1531,2017,2300,10,23,230,2300,2300,,
1532,2017,2400,4000,24,240,2400,2400,,
1533,2017,3110,5000,31,311,3110,3110,,
1534,2017,3120,400,31,312,3120,3120,,
1535,2017,3210,2000,32,321,3210,3210,,
1536,2017,3220,1250,32,322,3220,3220,,
1537,2017,5101,30,51,510,5101,5101,,
1538,2017,5102,1250,51,510,5102,5102,,
1539,2017,5200,0,52,520,5200,5200,,
1540,2017,6100,12000,61,610,6100,6100,Digital and Technology,
1541,2017,6200,350,62,620,6200,6200,Digital and Technology,
1542,2017,7100,0,71,710,7100,7100,Professional and Business Services,
1543,2017,7210,0,72,721,7210,7210,Digital and Technology,
1544,2017,7290,0,72,729,7290,7290,Professional and Business Services,
1545,2017,8110,8000,81,811,8110,8110,,
1546,2017,8120,7000,81,812,8120,8120,,
1547,2017,8910,600,89,891,8910,8910,,
1548,2017,8920,75,89,892,8920,8920,,
1549,2017,8930,300,89,893,8930,8930,,
1550,2017,8990,900,89,899,8990,8990,,
1551,2017,9100,18000,91,910,9100,9100,,
1552,2017,9900,350,99,990,9900,9900,,
1553,2017,10110,24000,10,101,1011,10110,,
1554,2017,10120,23000,10,101,1012,10120,,
1555,2017,10130,31000,10,101,1013,10130,,
1556,2017,10200,16000,10,102,1020,10200,,
1557,2017,10310,8000,10,103,1031,10310,,
1558,2017,10320,1250,10,103,1032,10320,,
1559,2017,10390,22000,10,103,1039,10390,,
1560,2017,10410,1750,10,104,1041,10410,,
1561,2017,10420,450,10,104,1042,10420,,
1562,2017,10511,8000,10,105,1051,10511,,
1563,2017,10512,6000,10,105,1051,10512,,
1564,2017,10519,4000,10,105,1051,10519,,
1565,2017,10520,4000,10,105,1052,10520,,
1566,2017,10611,4500,10,106,1061,10611,,
1567,2017,10612,4500,10,106,1061,10612,,
1568,2017,10620,500,10,106,1062,10620,,
1569,2017,10710,76000,10,107,1071,10710,,
1570,2017,10720,23000,10,107,1072,10720,,
1571,2017,10730,700,10,107,1073,10730,,
1572,2017,10810,1500,10,108,1081,10810,,
1573,2017,10821,9000,10,108,1082,10821,,
1574,2017,10822,7000,10,108,1082,10822,,
1575,2017,10831,3000,10,108,1083,10831,,
1576,2017,10832,3000,10,108,1083,10832,,
1577,2017,10840,8000,10,108,1084,10840,,
1578,2017,10850,29000,10,108,1085,10850,,
1579,2017,10860,800,10,108,1086,10860,,
1580,2017,10890,34000,10,108,1089,10890,,
1581,2017,10910,8000,10,109,1091,10910,,
1582,2017,10920,6000,10,109,1092,10920,,
1583,2017,11010,9000,11,110,1101,11010,,
1584,2017,11020,225,11,110,1102,11020,,
1585,2017,11030,2000,11,110,1103,11030,,
1586,2017,11040,0,11,110,1104,11040,,
1587,2017,11050,16000,11,110,1105,11050,,
1588,2017,11060,1250,11,110,1106,11060,,
1589,2017,11070,12000,11,110,1107,11070,,
1590,2017,12000,100,12,120,1200,12000,,
1591,2017,13100,3000,13,131,1310,13100,,
1592,2017,13200,7000,13,132,1320,13200,,
1593,2017,13300,9000,13,133,1330,13300,,
1594,2017,13910,1000,13,139,1391,13910,,
1595,2017,13921,16000,13,139,1392,13921,,
1596,2017,13922,3500,13,139,1392,13922,,
1597,2017,13923,7000,13,139,1392,13923,,
