"date","n","avg"
2019-08-31,1,1566.57142857143
2019-09-01,13,1568.42857142857
2019-09-02,2962,1764.14285714286
2019-09-03,2437,1764.71428571429
2019-09-04,2385,1747
2019-09-05,2379,1785.57142857143
2019-09-06,2820,1856.71428571429
2019-09-09,3006,1861
2019-09-10,2481,1867.28571428571
2019-09-11,2575,1894.42857142857
2019-09-12,2587,1924.14285714286
2019-09-13,2874,1931.85714285714
2019-09-14,2,1932.14285714286
2019-09-15,89,1944.85714285714
2019-09-16,2967,1939.28571428571
2019-09-17,2582,1953.71428571429
2019-09-18,2344,1920.71428571429
2019-09-19,1588,1778
2019-09-20,3001,1796.14285714286
2019-09-21,2004,2082.14285714286
2019-09-22,1,2069.57142857143
2019-09-23,2408,1989.71428571429
2019-09-24,2469,1973.57142857143
2019-09-25,2625,2013.71428571429
2019-09-26,2634,2163.14285714286
2019-09-27,2329,2067.14285714286
2019-09-30,3333,1912.85714285714
2019-10-01,2841,1966
2019-10-02,2657,1970.57142857143
2019-10-03,2692,1978.85714285714
2019-10-04,2598,2017.28571428571
2019-10-06,1,2017.42857142857
2019-10-07,3154,1991.85714285714
2019-10-08,2660,1966
2019-10-09,2758,1980.42857142857
2019-10-10,2874,2006.42857142857
2019-10-11,2155,1943.14285714286
2019-10-12,1331,2133.28571428571
2019-10-13,48,2140
2019-10-14,2759,2083.57142857143
2019-10-15,2472,2056.71428571429
2019-10-16,2919,2079.71428571429
2019-10-17,2517,2028.71428571429
2019-10-18,2377,2060.42857142857
2019-10-20,14,1865.42857142857
2019-10-21,2587,1840.85714285714
2019-10-22,2546,1851.42857142857
2019-10-23,2633,1810.57142857143
2019-10-24,2700,1836.71428571429
2019-10-25,2357,1833.85714285714
2019-10-28,3244,1925.71428571429
2019-10-29,2786,1960
2019-10-30,2211,1899.71428571429
2019-10-31,2135,1819
2019-11-01,2051,1775.28571428571
2019-11-04,3241,1774.85714285714
2019-11-05,2414,1721.71428571429
2019-11-06,2665,1786.57142857143
2019-11-07,1955,1760.85714285714
2019-11-08,2824,1871.28571428571
2019-11-09,1,1871.42857142857
2019-11-10,2,1871.71428571429
2019-11-11,2748,1801.28571428571
2019-11-12,2826,1860.14285714286
2019-11-13,2464,1831.42857142857
2019-11-14,2179,1863.42857142857
2019-11-15,2190,1772.85714285714
2019-11-18,3072,1818.71428571429
2019-11-19,2557,1780.28571428571
2019-11-20,2992,1855.71428571429
2019-11-21,2182,1856.14285714286
2019-11-22,2167,1852.85714285714
2019-11-23,2,1853.14285714286
2019-11-25,3303,1886.14285714286
2019-11-26,2536,1883.14285714286
2019-11-27,2527,1816.71428571429
2019-11-28,2218,1821.85714285714
2019-11-29,2264,1835.71428571429
2019-12-01,13,1837.28571428571
2019-12-02,3621,1882.71428571429
2019-12-03,2152,1827.85714285714
2019-12-04,2263,1790.14285714286
2019-12-05,2435,1821.14285714286
2019-12-06,1971,1779.28571428571
2019-12-09,3283,1729.14285714286
2019-12-10,2023,1710.71428571429
2019-12-11,2062,1682
2019-12-12,2164,1643.28571428571
2019-12-13,1824,1622.28571428571
2019-12-16,2863,1562.28571428571
2019-12-17,2319,1604.57142857143
2019-12-18,2275,1635
2019-12-19,2210,1641.57142857143
2019-12-20,2202,1695.57142857143
2019-12-21,1,1695.71428571429
2019-12-23,2613,1660
2019-12-24,943,1463.42857142857
2019-12-26,1,822.857142857143
2019-12-27,1121,668.428571428571
2019-12-30,2315,625.714285714286
2019-12-31,1067,643.428571428571
2020-01-01,44,649.714285714286
2020-01-02,2000,935.285714285714
2020-01-03,2131,1079.57142857143
2020-01-05,1,1079.71428571429
2020-01-06,3059,1186
2020-01-07,2411,1378
2020-01-08,2161,1680.42857142857
2020-01-09,2872,1805
2020-01-10,2318,1831.71428571429
2020-01-13,3707,1924.14285714286
2020-01-14,2946,2000.57142857143
2020-01-15,2700,2077.57142857143
2020-01-16,2016,1955.28571428571
2020-01-17,3290,2094.14285714286
2020-01-19,1,2094.28571428571
2020-01-20,4055,2144
2020-01-21,2856,2131.14285714286
2020-01-22,2214,2061.71428571429
2020-01-23,2779,2170.71428571429
2020-01-24,2380,2040.71428571429
2020-01-26,1,2040.71428571429
2020-01-27,3567,1971
2020-01-28,3204,2020.71428571429
2020-01-29,2047,1996.85714285714
2020-01-30,2054,1893.28571428571
2020-01-31,2088,1851.57142857143
2020-02-01,6,1852.42857142857
2020-02-03,3699,1871.14285714286
2020-02-04,3081,1853.57142857143
2020-02-05,2905,1976.14285714286
2020-02-06,2928,2101
2020-02-07,2664,2183.28571428571
2020-02-10,3745,2189
2020-02-11,3114,2193.71428571429
2020-02-12,2825,2182.28571428571
2020-02-13,2955,2186.14285714286
2020-02-14,2868,2215.28571428571
2020-02-15,582,2298.42857142857
2020-02-17,2664,2144
2020-02-18,2642,2076.57142857143
2020-02-19,2592,2043.28571428571
2020-02-20,2641,1998.42857142857
2020-02-21,2336,1922.42857142857
2020-02-24,3090,1900.14285714286
2020-02-25,3274,1990.42857142857
2020-02-26,3366,2101
2020-02-27,2260,2046.57142857143
2020-02-28,2465,2065
2020-03-01,20,2067.85714285714
2020-03-02,3286,2095.85714285714
2020-03-03,2622,2002.71428571429
2020-03-04,3108,1965.85714285714
2020-03-05,2361,1980.28571428571
2020-03-06,2282,1954.14285714286
2020-03-08,1,1951.42857142857
2020-03-09,4010,2054.85714285714
2020-03-10,3142,2129.14285714286
2020-03-11,3320,2159.42857142857
2020-03-12,3178,2276.14285714286
2020-03-13,1956,2229.57142857143
2020-03-14,1,2229.71428571429
2020-03-15,2,2229.85714285714
2020-03-16,2621,2031.42857142857
2020-03-17,2554,1947.42857142857
2020-03-18,3194,1929.42857142857
2020-03-19,2154,1783.14285714286
2020-03-20,2031,1793.85714285714
2020-03-23,2071,1714.85714285714
2020-03-24,1989,1634.14285714286
2020-03-25,2167,1487.42857142857
2020-03-26,1544,1400.28571428571
2020-03-27,1206,1282.42857142857
2020-03-30,2444,1335.71428571429
2020-03-31,2090,1350.14285714286
2020-04-01,2073,1336.71428571429
2020-04-02,1881,1384.85714285714
2020-04-03,1633,1445.85714285714
2020-04-05,1,1446
2020-04-06,2413,1441.57142857143
2020-04-07,2026,1432.42857142857
2020-04-08,1455,1344.14285714286
2020-04-09,1686,1316.28571428571
2020-04-14,2116,751
2020-04-15,2400,886
2020-04-16,2904,1060
2020-04-17,2214,1376.28571428571
2020-04-18,1,1376.42857142857
2020-04-20,2582,1745.28571428571
2020-04-21,2167,1752.57142857143
2020-04-22,2058,1703.71428571429
2020-04-23,1560,1511.71428571429
2020-04-24,1644,1430.28571428571
2020-04-27,2720,1449.85714285714
2020-04-28,2345,1475.28571428571
2020-04-29,2470,1534.14285714286
2020-04-30,1986,1595
2020-05-01,2052,1653.28571428571
2020-05-04,2663,1645.14285714286
2020-05-05,2432,1657.57142857143
2020-05-06,2662,1685
2020-05-07,2470,1754.14285714286
2020-05-08,3,1461.42857142857
2020-05-11,3678,1606.42857142857
2020-05-12,2764,1653.85714285714
2020-05-13,2792,1672.42857142857
2020-05-14,2661,1699.71428571429
2020-05-15,2912,2115.28571428571
2020-05-18,3116,2035
2020-05-19,3238,2102.71428571429
2020-05-20,3202,2161.28571428571
2020-05-21,2425,2127.57142857143
2020-05-22,2448,2061.28571428571
2020-05-26,4480,1793.57142857143
2020-05-27,4196,1935.57142857143
2020-05-28,3102,2032.28571428571
2020-05-29,2943,2103
2020-05-30,2674,2485
2020-05-31,1,2485.14285714286
2020-06-01,2254,2807.14285714286
2020-06-02,3012,2597.42857142857
2020-06-03,3514,2500
2020-06-04,2804,2457.42857142857
2020-06-05,3287,2506.57142857143
2020-06-07,1,2124.57142857143
2020-06-08,4831,2492.71428571429
2020-06-09,4246,2669
2020-06-10,2718,2555.28571428571
2020-06-11,3827,2701.42857142857
2020-06-12,3290,2701.85714285714
2020-06-13,2483,3056.57142857143
2020-06-15,3410,2853.42857142857
2020-06-16,2817,2649.28571428571
2020-06-17,2920,2678.14285714286
2020-06-18,2917,2548.14285714286
2020-06-19,3493,2577.14285714286
2020-06-20,2937,2642
2020-06-22,3618,2671.71428571429
2020-06-23,2864,2678.42857142857
2020-06-24,2916,2677.85714285714
2020-06-25,2709,2648.14285714286
2020-06-26,2311,2479.28571428571
2020-06-29,4302,2157.42857142857
2020-06-30,4181,2345.57142857143
2020-07-01,3766,2467
2020-07-02,3426,2569.42857142857
2020-07-03,2756,2633
2020-07-04,1513,2849.14285714286
2020-07-05,1699,3091.85714285714
2020-07-06,3665,3000.85714285714
2020-07-07,2932,2822.42857142857
2020-07-08,3161,2736
2020-07-09,2917,2663.28571428571
2020-07-10,3193,2725.71428571429
2020-07-11,1,2509.71428571429
2020-07-13,4034,2319.71428571429
2020-07-14,3849,2450.71428571429
2020-07-15,3713,2529.57142857143
2020-07-16,2831,2517.28571428571
2020-07-17,2773,2457.28571428571
2020-07-19,2388,2798.28571428571
2020-07-20,3022,2653.71428571429
2020-07-21,3057,2540.57142857143
2020-07-22,2840,2415.85714285714
2020-07-23,3274,2479.14285714286
2020-07-24,2930,2501.57142857143
2020-07-25,1,2501.71428571429
2020-07-27,4353,2350.71428571429
2020-07-28,3755,2450.42857142857
2020-07-29,3838,2593
2020-07-30,3271,2592.57142857143
2020-07-31,2531,2535.57142857143
2020-08-01,520,2609.71428571429
2020-08-02,2090,2908.28571428571
2020-08-03,2479,2640.57142857143
2020-08-04,3091,2545.71428571429
2020-08-05,3402,2483.42857142857
2020-08-06,2879,2427.42857142857
2020-08-07,2580,2434.42857142857
2020-08-09,1,2061.71428571429
2020-08-10,3469,2203.14285714286
2020-08-11,3204,2219.28571428571
2020-08-12,2872,2143.57142857143
2020-08-13,2947,2153.28571428571
2020-08-14,2820,2187.57142857143
2020-08-15,3,2188
2020-08-16,1678,2427.57142857143
2020-08-17,3287,2401.57142857143
2020-08-18,3294,2414.42857142857
2020-08-19,3186,2459.28571428571
2020-08-20,2886,2450.57142857143
2020-08-21,2990,2474.85714285714
2020-08-24,3857,2316.14285714286
2020-08-25,3247,2309.42857142857
2020-08-26,2956,2276.57142857143
2020-08-27,2911,2280.14285714286
2020-08-28,2700,2238.71428571429
2020-08-29,32,2243.28571428571
2020-08-31,3544,2198.57142857143
2020-09-01,2887,2147.14285714286
2020-09-02,2870,2134.85714285714
2020-09-03,3223,2179.42857142857
2020-09-04,3086,2234.57142857143
2020-09-06,1,2230.14285714286
2020-09-07,3916,2283.28571428571
2020-09-08,3369,2352.14285714286
2020-09-09,3347,2420.28571428571
2020-09-10,2844,2366.14285714286
2020-09-11,2249,2246.57142857143
2020-09-12,314,2291.42857142857
2020-09-13,2940,2711.28571428571
2020-09-14,2061,2446.28571428571
2020-09-15,2759,2359.14285714286
2020-09-16,3091,2322.57142857143
2020-09-17,2978,2341.71428571429
2020-09-18,3583,2532.28571428571
2020-09-20,2,2067.71428571429
2020-09-21,4470,2411.85714285714
2020-09-22,3103,2461
2020-09-23,3281,2488.14285714286
2020-09-24,3228,2523.85714285714
2020-09-25,3624,2529.71428571429
2020-09-28,4295,2504.42857142857
2020-09-29,2902,2475.71428571429
2020-09-30,3312,2480.14285714286
2020-10-01,3838,2567.28571428571
2020-10-02,4008,2622.14285714286
2020-10-03,1283,2805.42857142857
2020-10-04,1801,3062.71428571429
2020-10-05,3517,2951.57142857143
2020-10-06,3241,3000
2020-10-07,3175,2980.42857142857
2020-10-08,2941,2852.28571428571
2020-10-09,2872,2690
2020-10-12,3632,2265.85714285714
2020-10-13,3623,2320.42857142857
2020-10-14,3687,2393.57142857143
2020-10-15,3497,2473
2020-10-16,2760,2457
2020-10-19,3529,2442.28571428571
2020-10-20,2649,2303.14285714286
2020-10-21,3046,2211.57142857143
2020-10-22,3212,2170.85714285714
2020-10-23,3219,2236.42857142857
2020-10-24,2,2236.71428571429
2020-10-26,3522,2235.71428571429
2020-10-27,3713,2387.71428571429
2020-10-28,3053,2388.71428571429
2020-10-29,3064,2367.57142857143
2020-10-30,2859,2316.14285714286
2020-10-31,1,2316
2020-11-01,22,2319.14285714286
2020-11-02,4384,2442.28571428571
2020-11-03,3144,2361
2020-11-04,3593,2438.14285714286
2020-11-05,3059,2437.42857142857
2020-11-06,2516,2388.42857142857
2020-11-07,1,2388.42857142857
2020-11-09,3507,2260
2020-11-10,2982,2236.85714285714
2020-11-11,3555,2231.42857142857
2020-11-12,2876,2205.28571428571
2020-11-13,3389,2330
2020-11-15,3862,2881.57142857143
2020-11-16,2784,2778.28571428571
2020-11-17,2759,2746.42857142857
2020-11-18,3036,2672.28571428571
2020-11-19,3161,2713
2020-11-20,3115,2673.85714285714
2020-11-23,3254,2189.28571428571
2020-11-24,3139,2243.57142857143
2020-11-25,2608,2182.42857142857
2020-11-26,2628,2106.28571428571
2020-11-27,3000,2089.85714285714
2020-11-28,6,2090.71428571429
2020-11-30,3330,2101.57142857143
2020-12-01,3331,2129
2020-12-02,3264,2222.71428571429
2020-12-03,2678,2229.85714285714
2020-12-04,2673,2183.14285714286
2020-12-06,3024,2614.28571428571
2020-12-07,2756,2532.28571428571
2020-12-08,2461,2408
2020-12-09,3187,2397
2020-12-10,2132,2319
2020-12-11,2565,2303.57142857143
2020-12-14,2998,1906.14285714286
2020-12-15,2478,1908.57142857143
2020-12-16,2734,1843.85714285714
2020-12-17,2819,1942
2020-12-18,2593,1946
2020-12-19,276,1985.42857142857
2020-12-21,3038,1991.14285714286
2020-12-22,2340,1971.42857142857
2020-12-23,2364,1918.57142857143
2020-12-24,1610,1745.85714285714
2020-12-29,2669,949
2020-12-30,3282,1080.14285714286
2020-12-31,2438,1198.42857142857
2021-01-01,87,1210.85714285714
2021-01-02,113,1227
2021-01-04,3831,1774.28571428571
2021-01-05,3443,1884.85714285714
2021-01-06,3737,1949.85714285714
2021-01-07,2436,1949.57142857143
2021-01-08,2924,2354.85714285714
2021-01-11,3731,2324.42857142857
2021-01-12,3093,2274.42857142857
2021-01-13,3224,2201.14285714286
2021-01-14,2881,2264.71428571429
2021-01-15,2744,2239
2021-01-17,1,2239.14285714286
2021-01-18,4486,2347
2021-01-19,3126,2351.71428571429
2021-01-20,3469,2386.71428571429
2021-01-21,2868,2384.85714285714
2021-01-22,2299,2321.28571428571
2021-01-23,1,2321.42857142857
2021-01-24,54,2329
2021-01-25,4467,2326.28571428571
2021-01-26,3090,2321.14285714286
2021-01-27,3369,2306.85714285714
2021-01-28,2741,2288.71428571429
2021-01-29,2736,2351.14285714286
2021-01-30,104,2365.85714285714
2021-02-01,3756,2256.57142857143
2021-02-02,3298,2286.28571428571
2021-02-03,3443,2296.85714285714
2021-02-04,2974,2330.14285714286
2021-02-05,2786,2337.28571428571
2021-02-06,98,2336.42857142857
2021-02-08,4072,2381.57142857143
2021-02-09,3798,2453
2021-02-10,3692,2488.57142857143
2021-02-11,3407,2550.42857142857
2021-02-12,2174,2463
2021-02-15,2994,2295
2021-02-16,3646,2273.28571428571
2021-02-17,3340,2223
2021-02-18,3225,2197
2021-02-19,3048,2321.85714285714
2021-02-22,3282,2363
2021-02-23,3090,2283.57142857143
2021-02-24,4029,2382
2021-02-25,4031,2497.14285714286
2021-02-26,3008,2491.42857142857
2021-02-27,2962,2914.57142857143
2021-03-01,3542,2951.71428571429
2021-03-02,3571,3020.42857142857
2021-03-03,3292,2915.14285714286
2021-03-04,2919,2756.28571428571
2021-03-05,3307,2799
2021-03-08,3842,2418.71428571429
2021-03-09,2932,2327.42857142857
2021-03-10,2920,2274.28571428571
2021-03-11,3528,2361.28571428571
2021-03-12,3681,2414.71428571429
2021-03-13,54,2422.42857142857
2021-03-14,1,2422.57142857143
2021-03-15,4349,2495
2021-03-16,3446,2568.42857142857
2021-03-17,2574,2519
2021-03-18,2732,2405.28571428571
2021-03-19,3186,2334.57142857143
2021-03-20,2,2327.14285714286
2021-03-21,1898,2598.14285714286
2021-03-22,3553,2484.42857142857
2021-03-23,2789,2390.57142857143
2021-03-24,3277,2491
2021-03-25,2612,2473.85714285714
2021-03-26,3299,2490
2021-03-28,2067,2513.85714285714
2021-03-29,4176,2602.85714285714
2021-03-30,2995,2632.28571428571
2021-03-31,3141,2612.85714285714
2021-04-01,3194,2696
2021-04-03,3269,2691.71428571429
2021-04-05,2,1800.14285714286
2021-04-06,3583,1884.14285714286
2021-04-07,3670,1959.71428571429
2021-04-08,4137,2094.42857142857
2021-04-09,3556,2602.42857142857
2021-04-12,3247,2599
2021-04-13,2661,2467.28571428571
2021-04-14,3634,2462.14285714286
2021-04-15,3476,2367.71428571429
2021-04-16,3119,2305.28571428571
2021-04-19,4053,2420.42857142857
2021-04-20,2490,2396
2021-04-21,2820,2279.71428571429
2021-04-22,2564,2149.42857142857
2021-04-23,2745,2096
2021-04-26,3686,2043.57142857143
2021-04-27,3496,2187.28571428571
2021-04-28,3222,2244.71428571429
2021-04-29,3003,2307.42857142857
2021-04-30,2496,2271.85714285714
2021-05-01,19,2274.57142857143
2021-05-03,2323,2079.85714285714
2021-05-04,3862,2132.14285714286
2021-05-05,2903,2086.57142857143
2021-05-06,2506,2015.57142857143
2021-05-07,2495,2015.42857142857
2021-05-10,3081,2121
2021-05-11,3914,2128.42857142857
2021-05-12,3030,2146.57142857143
2021-05-13,3248,2252.57142857143
2021-05-14,4486,2537
2021-05-15,306,2580.71428571429
2021-05-16,1970,2862.14285714286
2021-05-17,3271,2889.28571428571
2021-05-18,2664,2710.71428571429
2021-05-19,2403,2621.14285714286
2021-05-20,2998,2585.42857142857
2021-05-21,2398,2287.14285714286
2021-05-24,3438,1985.85714285714
2021-05-25,2679,1988
2021-05-26,3102,2087.85714285714
2021-05-27,2897,2073.42857142857
2021-05-28,2764,2125.71428571429
2021-05-31,1572,1859.14285714286
2021-06-01,3381,1959.42857142857
2021-06-02,2599,1887.57142857143
2021-06-03,2526,1834.57142857143
2021-06-04,2365,1777.57142857143
2021-06-07,3786,2093.85714285714
2021-06-08,2876,2021.71428571429
2021-06-09,2509,2008.85714285714
2021-06-10,2896,2061.71428571429
2021-06-11,2220,2041
2021-06-14,3019,1931.42857142857
2021-06-15,3050,1956.28571428571
2021-06-16,2476,1951.57142857143
2021-06-17,2649,1916.28571428571
2021-06-18,2792,1998
2021-06-19,233,2031.28571428571
2021-06-20,274,2070.42857142857
2021-06-21,3480,2136.28571428571
2021-06-22,2367,2038.71428571429
2021-06-23,2240,2005
2021-06-24,2369,1965
2021-06-25,2748,1958.71428571429
2021-06-26,224,1957.42857142857
2021-06-27,273,1957.28571428571
2021-06-28,2918,1877
2021-06-29,2637,1915.57142857143
2021-06-30,2527,1956.57142857143
2021-07-01,2951,2039.71428571429
2021-07-02,2048,1939.71428571429
2021-07-03,394,1964
2021-07-04,405,1982.85714285714
2021-07-05,3350,2044.57142857143
2021-07-06,2512,2026.71428571429
2021-07-07,2368,2004
2021-07-08,2572,1949.85714285714
2021-07-09,2880,2068.71428571429
2021-07-10,65,2021.71428571429
2021-07-11,1,1964
2021-07-12,2317,1816.42857142857
2021-07-13,2583,1826.57142857143
2021-07-14,2219,1805.28571428571
2021-07-15,2862,1846.71428571429
2021-07-16,2256,1757.57142857143
2021-07-17,199,1776.71428571429
2021-07-18,229,1809.28571428571
2021-07-19,3031,1911.28571428571
2021-07-20,2509,1900.71428571429
2021-07-21,2079,1880.71428571429
2021-07-22,2742,1863.57142857143
2021-07-23,2696,1926.42857142857
2021-07-24,271,1936.71428571429
2021-07-25,261,1941.28571428571
2021-07-26,2553,1873
2021-07-27,2627,1889.85714285714
2021-07-28,2584,1962
2021-07-29,2609,1943
2021-07-30,2539,1920.57142857143
2021-07-31,281,1922
2021-08-01,334,1932.42857142857
2021-08-02,2648,1946
2021-08-03,1616,1801.57142857143
2021-08-04,2980,1858.14285714286
2021-08-05,2719,1873.85714285714
2021-08-06,2855,1919
2021-08-07,282,1919.14285714286
2021-08-08,312,1916
2021-08-09,3110,1982
2021-08-10,2116,2053.42857142857
2021-08-11,2426,1974.28571428571
2021-08-12,2790,1984.42857142857
2021-08-13,2443,1925.57142857143
2021-08-14,208,1915
2021-08-15,256,1907
2021-08-16,2785,1860.57142857143
2021-08-17,2587,1927.85714285714
2021-08-18,2475,1934.85714285714
2021-08-19,2169,1846.14285714286
2021-08-20,2075,1793.57142857143
2021-08-23,3459,1823.57142857143
2021-08-24,3153,1904.42857142857
2021-08-25,2861,1959.57142857143
2021-08-26,2396,1992
2021-08-27,2229,2014
2021-08-28,212,2044.28571428571
2021-08-29,230,2077.14285714286
2021-08-30,1723,1829.14285714286
2021-08-31,2854,1786.42857142857
2021-09-01,3003,1806.71428571429
2021-09-02,2284,1790.71428571429
2021-09-03,2350,1808
2021-09-04,247,1813
2021-09-05,307,1824
2021-09-06,2981,2003.71428571429
2021-09-07,2687,1979.85714285714
2021-09-08,2889,1963.57142857143
2021-09-09,2254,1959.28571428571
2021-09-10,2956,2045.85714285714
2021-09-11,295,2052.71428571429
2021-09-12,276,2048.28571428571
2021-09-13,2776,2019
2021-09-14,3424,2124.28571428571
2021-09-15,2892,2124.71428571429
2021-09-16,2886,2215
2021-09-17,2501,2150
2021-09-18,253,2144
2021-09-19,301,2147.57142857143
2021-09-20,2618,2125
2021-09-21,3105,2079.42857142857
2021-09-22,2622,2040.85714285714
2021-09-23,2640,2005.71428571429
2021-09-24,2701,2034.28571428571
2021-09-25,259,2035.14285714286
2021-09-26,294,2034.14285714286
2021-09-27,2830,2064.42857142857
2021-09-28,3195,2077.28571428571
2021-09-29,2851,2110
2021-09-30,3387,2216.71428571429
2021-10-01,2572,2198.28571428571
2021-10-02,247,2196.57142857143
2021-10-03,298,2197.14285714286
2021-10-04,3129,2239.85714285714
2021-10-05,2889,2196.14285714286
2021-10-06,2825,2192.42857142857
2021-10-07,2208,2024
2021-10-08,2263,1979.85714285714
2021-10-09,260,1981.71428571429
2021-10-10,262,1976.57142857143
2021-10-11,2358,1866.42857142857
2021-10-12,3021,1885.28571428571
2021-10-13,2697,1867
2021-10-14,3305,2023.71428571429
2021-10-15,2574,2068.14285714286
2021-10-16,250,2066.71428571429
2021-10-17,274,2068.42857142857
2021-10-18,2966,2155.28571428571
2021-10-19,3486,2221.71428571429
2021-10-20,3401,2322.28571428571
2021-10-21,3602,2364.71428571429
2021-10-22,2937,2416.57142857143
2021-10-23,280,2420.85714285714
2021-10-24,268,2420
2021-10-25,3486,2494.28571428571
2021-10-26,2554,2361.14285714286
2021-10-27,2645,2253.14285714286
2021-10-28,2623,2113.28571428571
2021-10-29,2737,2084.71428571429
2021-10-30,250,2080.42857142857
2021-10-31,324,2088.42857142857
2021-11-01,3683,2116.57142857143
2021-11-02,3229,2213
2021-11-03,2840,2240.85714285714
2021-11-04,1747,2115.71428571429
2021-11-05,2914,2141
2021-11-06,261,2142.57142857143
2021-11-07,215,2127
2021-11-08,3250,2065.14285714286
2021-11-09,3386,2087.57142857143
2021-11-10,3051,2117.71428571429
2021-11-11,2657,2247.71428571429
2021-11-12,2771,2227.28571428571
2021-11-14,558,2239
2021-11-15,3141,2223.42857142857
2021-11-16,2654,2118.85714285714
2021-11-17,3117,2128.28571428571
2021-11-18,3299,2220
2021-11-19,2503,2181.71428571429
2021-11-20,247,2217
2021-11-21,315,2182.28571428571
2021-11-22,3118,2179
2021-11-23,2685,2183.42857142857
2021-11-24,2667,2119.14285714286
2021-11-25,2292,1975.28571428571
2021-11-26,2752,2010.85714285714
2021-11-27,267,2013.71428571429
2021-11-28,276,2008.14285714286
2021-11-29,3199,2019.71428571429
2021-11-30,2661,2016.28571428571
2021-12-01,2374,1974.42857142857
2021-12-02,2115,1949.14285714286
2021-12-03,3379,2038.71428571429
2021-12-04,327,2047.28571428571
2021-12-05,269,2046.28571428571
2021-12-06,3087,2030.28571428571
2021-12-07,2670,2031.57142857143
2021-12-08,2797,2092
2021-12-09,2291,2117.14285714286
2021-12-10,2700,2020.14285714286
2021-12-11,270,2012
2021-12-12,271,2012.28571428571
2021-12-13,3140,2019.85714285714
2021-12-14,3015,2069.14285714286
2021-12-15,2465,2021.71428571429
2021-12-16,1833,1956.28571428571
2021-12-17,2236,1890
2021-12-18,246,1886.57142857143
2021-12-19,245,1882.85714285714
2021-12-20,2456,1785.14285714286
2021-12-21,2514,1713.57142857143
2021-12-22,2641,1738.71428571429
2021-12-23,1979,1759.57142857143
2021-12-24,1224,1615
2021-12-25,118,1596.71428571429
2021-12-26,152,1583.42857142857
2021-12-27,359,1283.85714285714
2021-12-28,464,991
2021-12-29,2522,974
2021-12-30,1780,945.571428571429
2021-12-31,1262,951
2022-01-01,382,988.714285714286
2022-01-02,310,1011.28571428571
2022-01-03,609,1047
2022-01-04,3069,1419.14285714286
2022-01-05,3184,1513.71428571429
2022-01-06,2202,1574
2022-01-07,2435,1741.57142857143
2022-01-08,392,1743
2022-01-09,444,1762.14285714286
2022-01-10,3557,2183.28571428571
2022-01-11,3327,2220.14285714286
2022-01-12,3003,2194.28571428571
2022-01-13,2752,2272.85714285714
2022-01-14,2702,2311
2022-01-15,413,2314
2022-01-16,344,2299.71428571429
2022-01-17,3371,2273.14285714286
2022-01-18,3125,2244.28571428571
2022-01-19,2998,2243.57142857143
2022-01-20,3042,2285
2022-01-21,2520,2259
2022-01-22,491,2270.14285714286
2022-01-23,536,2297.57142857143
2022-01-24,3248,2280
2022-01-25,2958,2256.14285714286
2022-01-26,3379,2310.57142857143
2022-01-27,2391,2217.57142857143
2022-01-28,2922,2275
2022-01-29,474,2272.57142857143
2022-01-30,504,2268
2022-01-31,3257,2269.28571428571
2022-02-01,3063,2284.28571428571
2022-02-02,3391,2286
2022-02-03,3324,2419.28571428571
2022-02-04,2954,2423.85714285714
2022-02-05,492,2426.42857142857
2022-02-06,463,2420.57142857143
2022-02-07,2943,2375.71428571429
2022-02-08,3548,2445
2022-02-09,3184,2415.42857142857
2022-02-10,3227,2401.57142857143
2022-02-11,3214,2438.71428571429
2022-02-12,452,2433
2022-02-13,499,2438.14285714286
2022-02-14,3502,2518
2022-02-15,2850,2418.28571428571
2022-02-16,3484,2461.14285714286
2022-02-17,2709,2387.14285714286
2022-02-18,2995,2355.85714285714
2022-02-19,431,2352.85714285714
2022-02-20,520,2355.85714285714
2022-02-21,3372,2337.28571428571
2022-02-22,3324,2405
2022-02-23,2964,2330.71428571429
2022-02-24,3184,2398.57142857143
2022-02-25,2800,2370.71428571429
2022-02-26,302,2352.28571428571
2022-02-27,336,2326
2022-02-28,2553,2209
2022-03-01,3227,2195.14285714286
2022-03-02,2909,2187.28571428571
2022-03-03,2628,2107.85714285714
2022-03-04,3411,2195.14285714286
2022-03-05,1883,2421
2022-03-06,385,2428
2022-03-07,2838,2468.71428571429
2022-03-08,2985,2434.14285714286
2022-03-09,3027,2451
2022-03-10,3161,2527.14285714286
2022-03-11,2800,2439.85714285714
2022-03-12,485,2240.14285714286
2022-03-13,502,2256.85714285714
2022-03-14,2589,2221.28571428571
2022-03-15,3637,2314.42857142857
2022-03-16,3747,2417.28571428571
2022-03-17,3316,2439.42857142857
2022-03-18,2843,2445.57142857143
2022-03-19,1966,2657.14285714286
2022-03-20,463,2651.57142857143
2022-03-21,3087,2722.71428571429
2022-03-22,3235,2665.28571428571
2022-03-23,3101,2573
2022-03-24,2489,2454.85714285714
2022-03-25,2718,2437
2022-03-26,351,2206.28571428571
2022-03-27,405,2198
2022-03-28,3245,2220.57142857143
2022-03-29,3638,2278.14285714286
2022-03-30,3367,2316.14285714286
2022-03-31,3461,2455
2022-04-01,3235,2528.85714285714
2022-04-02,399,2535.71428571429
2022-04-03,442,2541
2022-04-04,3827,2624.14285714286
2022-04-05,3758,2641.28571428571
2022-04-06,3375,2642.42857142857
2022-04-07,3008,2577.71428571429
2022-04-08,2753,2508.85714285714
2022-04-09,471,2519.14285714286
